"Timestamp","Identifiant participant","Session 1 - Charge de travail [Exigence mentale]","Session 1 - Charge de travail [Exigence physique]","Session 1 - Charge de travail [Pression temporelle]","Session 1 - Charge de travail [Effort]","Session 1 - Charge de travail [Frustration]","Session 1 - Performance perçue [Performance perçue]","Session 1 - Apprentissage, confiance et autonomie [J’ai clairement compris ce que je devais faire.]","Session 1 - Apprentissage, confiance et autonomie [Je me suis souvenu(e) du bon ordre de la procédure.]","Session 1 - Apprentissage, confiance et autonomie [Je me suis senti(e) confiant(e) pendant la tâche.]","Session 1 - Apprentissage, confiance et autonomie [Je me suis senti(e) capable de me corriger après une erreur.]","Session 1 - Apprentissage, confiance et autonomie [Je me suis senti(e) autonome pendant cette session.]","Session 1 - Apprentissage, confiance et autonomie [Cette session m’a aidé(e) à progresser.]","Session 1 - Présence et réalisme [Je me suis senti(e) présent(e) dans le poste virtuel.]","Session 1 - Présence et réalisme [L’environnement virtuel m’a semblé cohérent.]","Session 1 - Présence et réalisme [Le poste d’étiquetage m’a semblé réaliste.]","Session 1 - Présence et réalisme [Les interactions m’ont semblé naturelles.]","Session 1 - Présence et réalisme [Je me suis senti(e) immergé(e) dans la tâche.]","Session 1 - Confort et symptômes VR [Fatigue oculaire]","Session 1 - Confort et symptômes VR [Vertiges]","Session 1 - Confort et symptômes VR [Nausée]","Session 1 - Confort et symptômes VR [Mal de tête]","Session 1 - Confort et symptômes VR [Fatigue des mains ou des bras]","Session 1 - Confort et symptômes VR [Inconfort général]","Session 1 - Guidage, stress et adaptation [Le guidage disponible était utile.]","Session 1 - Guidage, stress et adaptation [Je savais quoi faire lorsque le guidage était limité ou absent.]","Session 1 - Guidage, stress et adaptation [Je suis resté(e) calme pendant la session.]","Session 1 - Guidage, stress et adaptation [Je me suis bien adapté(e) lorsque la situation devenait difficile.]","Session 1 - Guidage, stress et adaptation [Je me suis senti(e) en contrôle de mes actions.]","Session 1 - Guidage, stress et adaptation [La session m’a semblé stressante.]","Session 1 - Évaluation globale [Utilité pour l’apprentissage]","Session 1 - Évaluation globale [Satisfaction vis-à-vis de cette session]","Session 1 - Évaluation globale [Motivation à continuer la formation VR]","Session 2 - Charge de travail [Exigence mentale]","Session 2 - Charge de travail [Exigence physique]","Session 2 - Charge de travail [Pression temporelle]","Session 2 - Charge de travail [Effort]","Session 2 - Charge de travail [Frustration]","Session 2 - Performance perçue [Performance perçue]","Session 2 - Apprentissage, confiance et autonomie [J’ai clairement compris ce que je devais faire.]","Session 2 - Apprentissage, confiance et autonomie [Je me suis souvenu(e) du bon ordre de la procédure.]","Session 2 - Apprentissage, confiance et autonomie [Je me suis senti(e) confiant(e) pendant la tâche.]","Session 2 - Apprentissage, confiance et autonomie [Je me suis senti(e) capable de me corriger après une erreur.]","Session 2 - Apprentissage, confiance et autonomie [Je me suis senti(e) autonome pendant cette session.]","Session 2 - Apprentissage, confiance et autonomie [Cette session m’a aidé(e) à progresser.]","Session 2 - Présence et réalisme [Je me suis senti(e) présent(e) dans le poste virtuel.]","Session 2 - Présence et réalisme [L’environnement virtuel m’a semblé cohérent.]","Session 2 - Présence et réalisme [Le poste d’étiquetage m’a semblé réaliste.]","Session 2 - Présence et réalisme [Les interactions m’ont semblé naturelles.]","Session 2 - Présence et réalisme [Je me suis senti(e) immergé(e) dans la tâche.]","Session 2 - Confort et symptômes VR [Fatigue oculaire]","Session 2 - Confort et symptômes VR [Vertiges]","Session 2 - Confort et symptômes VR [Nausée]","Session 2 - Confort et symptômes VR [Mal de tête]","Session 2 - Confort et symptômes VR [Fatigue des mains ou des bras]","Session 2 - Confort et symptômes VR [Inconfort général]","Session 2 - Guidage, stress et adaptation [Le guidage disponible était utile.]","Session 2 - Guidage, stress et adaptation [Je savais quoi faire lorsque le guidage était limité ou absent.]","Session 2 - Guidage, stress et adaptation [Je suis resté(e) calme pendant la session.]","Session 2 - Guidage, stress et adaptation [Je me suis bien adapté(e) lorsque la situation devenait difficile.]","Session 2 - Guidage, stress et adaptation [Je me suis senti(e) en contrôle de mes actions.]","Session 2 - Guidage, stress et adaptation [La session m’a semblé stressante.]","Session 2 - Évaluation globale [Utilité pour l’apprentissage]","Session 2 - Évaluation globale [Satisfaction vis-à-vis de cette session]","Session 2 - Évaluation globale [Motivation à continuer la formation VR]","Session 3 - Charge de travail [Exigence mentale]","Session 3 - Charge de travail [Exigence physique]","Session 3 - Charge de travail [Pression temporelle]","Session 3 - Charge de travail [Effort]","Session 3 - Charge de travail [Frustration]","Session 3 - Performance perçue [Performance perçue]","Session 3 - Apprentissage, confiance et autonomie [J’ai clairement compris ce que je devais faire.]","Session 3 - Apprentissage, confiance et autonomie [Je me suis souvenu(e) du bon ordre de la procédure.]","Session 3 - Apprentissage, confiance et autonomie [Je me suis senti(e) confiant(e) pendant la tâche.]","Session 3 - Apprentissage, confiance et autonomie [Je me suis senti(e) capable de me corriger après une erreur.]","Session 3 - Apprentissage, confiance et autonomie [Je me suis senti(e) autonome pendant cette session.]","Session 3 - Apprentissage, confiance et autonomie [Cette session m’a aidé(e) à progresser.]","Session 3 - Présence et réalisme [Je me suis senti(e) présent(e) dans le poste virtuel.]","Session 3 - Présence et réalisme [L’environnement virtuel m’a semblé cohérent.]","Session 3 - Présence et réalisme [Le poste d’étiquetage m’a semblé réaliste.]","Session 3 - Présence et réalisme [Les interactions m’ont semblé naturelles.]","Session 3 - Présence et réalisme [Je me suis senti(e) immergé(e) dans la tâche.]","Session 3 - Confort et symptômes VR [Fatigue oculaire]","Session 3 - Confort et symptômes VR [Vertiges]","Session 3 - Confort et symptômes VR [Nausée]","Session 3 - Confort et symptômes VR [Mal de tête]","Session 3 - Confort et symptômes VR [Fatigue des mains ou des bras]","Session 3 - Confort et symptômes VR [Inconfort général]","Session 3 - Guidage, stress et adaptation [Le guidage disponible était utile.]","Session 3 - Guidage, stress et adaptation [Je savais quoi faire lorsque le guidage était limité ou absent.]","Session 3 - Guidage, stress et adaptation [Je suis resté(e) calme pendant la session.]","Session 3 - Guidage, stress et adaptation [Je me suis bien adapté(e) lorsque la situation devenait difficile.]","Session 3 - Guidage, stress et adaptation [Je me suis senti(e) en contrôle de mes actions.]","Session 3 - Guidage, stress et adaptation [La session m’a semblé stressante.]","Session 3 - Évaluation globale [Utilité pour l’apprentissage]","Session 3 - Évaluation globale [Satisfaction vis-à-vis de cette session]","Session 3 - Évaluation globale [Motivation à continuer la formation VR]"
"2026/06/15 9:40:33 AM GMT+1","P01","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1"
"2026/06/15 2:13:56 PM GMT+1","P2","5","5","4","3","0","8","5","4","5","4","3","4","7","7","7","7","7","2","1","0","0","0","0","4","2","3","3","4","1","4","5","5","5","3","2","2","0","8","5","5","5","5","4","5","7","7","7","7","7","1","0","0","0","0","0","5","5","5","4","5","1","5","5","5","3","1","1","1","0","8","5","5","5","5","5","5","7","7","7","7","7","1","0","0","0","0","0","5","5","5","5","5","1","5","5","5"
"2026/06/15 2:27:51 PM GMT+1","P3","2","3","1","2","0","8","3","2","5","5","5","1","7","7","7","5","6","0","0","0","0","0","0","1","2","5","5","5","1","5","5","5","1","1","1","8","0","8","5","5","5","5","5","5","7","7","7","7","5","0","1","0","0","0","0","5","5","5","5","5","1","5","5","5","2","2","1","8","0","8","5","5","5","5","5","5","7","7","7","7","3","0","1","0","0","0","0","1","5","5","5","5","1","5","5","5"
"2026/06/15 2:40:06 PM GMT+1","P1","2","1","1","1","0","8","5","5","5","5","5","5","7","7","7","7","7","0","0","0","0","0","0","5","5","5","5","5","1","5","5","5","2","1","0","1","0","8","5","5","5","5","4","5","7","7","7","7","7","1","0","0","0","0","0","5","4","5","5","5","2","5","5","5","1","0","0","1","0","8","5","5","5","5","5","5","7","7","7","7","7","1","0","0","0","0","0","5","5","5","5","5","1","5","5","5"
"2026/06/15 2:53:02 PM GMT+1","P4","1","1","1","1","2","6","4","5","5","5","5","5","7","7","6","4","5","1","1","0","0","0","0","5","2","5","4","4","3","5","4","4","7","4","4","4","2","7","5","5","5","5","5","5","7","7","7","7","6","1","0","0","0","0","1","1","5","5","5","5","1","5","4","5","0","1","0","1","0","8","5","5","5","5","5","5","7","7","7","7","7","1","0","0","0","0","0","1","5","5","5","4","1","5","5","5"
"2026/06/16 3:00:25 PM GMT+1","P5","7","2","4","5","1","7","5","4","5","4","5","5","6","7","7","6","7","1","0","0","0","0","1","4","3","5","4","4","1","5","5","5","4","3","3","2","0","6","5","5","5","5","5","5","7","7","7","7","7","1","0","0","0","0","1","5","5","5","4","5","1","5","5","5","3","1","2","1","0","7","5","5","5","5","4","5","7","7","7","6","7","1","0","0","0","0","1","5","5","5","5","4","1","5","5","5"
"2026/06/16 3:17:24 PM GMT+1","P6","7","2","3","2","5","6","5","2","5","5","4","5","6","7","4","6","5","2","2","0","0","0","2","5","2","4","3","3","1","5","4","5","7","3","3","4","6","7","5","5","5","5","4","5","7","6","6","5","6","2","2","0","0","0","0","1","4","5","5","5","1","5","5","5","5","2","2","3","3","6","5","5","5","5","5","5","6","7","5","5","5","2","2","0","0","0","0","1","5","5","5","5","1","5","5","5"
"2026/06/16 3:47:31 PM GMT+1","P7","8","8","7","7","0","10","5","4","5","5","5","5","7","7","7","7","7","2","0","0","0","0","0","5","5","5","5","5","1","4","4","5","8","8","8","8","0","10","5","5","5","5","5","5","7","7","7","7","7","2","0","0","0","0","0","5","5","5","5","5","1","5","5","5","10","9","9","9","0","10","5","5","5","5","5","5","7","7","7","7","7","2","0","0","0","0","0","5","5","5","5","5","1","5","5","5"
"2026/06/16 4:18:05 PM GMT+1","P8","6","4","4","4","0","9","5","5","5","5","5","5","6","7","6","6","6","0","1","0","0","0","0","5","5","5","5","5","5","5","5","5","1","1","1","1","1","7","5","5","5","5","5","5","6","7","6","6","7","0","0","0","0","0","0","5","5","5","5","5","1","5","5","5","1","1","1","1","0","8","5","5","5","5","5","5","6","6","6","6","7","0","0","0","0","0","0","5","5","5","5","5","1","5","5","5"
"2026/06/16 4:52:28 PM GMT+1","P9","5","0","5","2","0","10","5","5","5","5","5","5","6","7","4","6","7","0","0","0","0","0","0","5","4","5","5","5","1","5","5","5","5","0","3","3","0","9","5","4","5","5","5","5","7","7","4","5","7","1","0","0","0","0","1","4","5","5","5","5","5","5","5","5","6","1","3","2","0","9","5","5","5","5","5","5","7","6","5","6","6","1","1","2","1","0","2","4","4","3","4","3","4","5","5","5"
"2026/06/26 3:44:08 PM GMT+1","P10","7","2","4","4","3","5","1","2","3","2","4","2","4","5","4","6","4","3","3","3","2","0","1","1","1","5","4","3","1","4","3","2","4","0","1","3","1","1","5","5","4","5","5","5","7","6","7","5","5","1","1","1","1","1","1","3","3","5","5","5","1","4","4","4","4","1","1","2","4","8","5","5","5","5","5","5","7","7","7","7","7","1","1","1","1","1","1","4","5","5","5","5","5","5","5","5"
"2026/06/30 3:04:21 PM GMT+1","P11","3","3","4","3","0","6","5","3","4","4","3","4","7","7","7","5","6","1","2","0","0","0","0","1","1","4","3","4","1","5","5","5","0","0","0","2","1","6","5","5","5","5","5","5","7","7","7","6","6","1","0","0","0","0","0","5","4","4","5","5","1","5","5","5","4","1","1","3","1","7","5","3","5","5","5","5","7","6","6","6","7","2","0","0","0","0","0","1","4","4","5","5","1","5","5","5"
"2026/06/30 4:46:03 PM GMT+1","P13","5","0","0","2","0","8","5","5","3","5","4","5","7","7","7","7","7","0","0","0","0","0","0","5","5","4","5","5","1","5","5","5","5","4","0","0","3","8","5","4","5","5","4","5","7","7","7","7","7","2","0","0","0","0","0","5","5","5","5","5","2","5","5","5","0","0","0","0","0","8","5","5","5","5","5","5","7","7","7","7","7","1","0","0","0","0","0","5","5","5","5","5","1","5","5","5"
